"gid","rid","pid","fnm","lnm","htm","atm","dt","d","dc","g","rx","ry","lcx","lcy","dst","shtp","shza","shzb"
"0021400288",488,203138,"Hollis","Thompson","DET","PHI","2014-12-06","MISS Thompson 26' 3PT Jump Shot",1.39,-30.947,64.48,19.746,23,254,25,"JMP","C","AB3"
"0021400290",426,203933,"TJ","Warren","HOU","PHX","2014-12-06","MISS Warren 13' Running Jump Shot",1.331,-30.929,7.34,11.89,133,12,13,"RJ","R","MR"
"0021400290",525,203910,"Nick","Johnson","HOU","PHX","2014-12-06","MISS Johnson 20' Pullup Jump Shot",1.094,-29.806,75.028,9.877,-111,162,19,"PUJ","LC","MR"
"0021400291",250,203897,"Zach","LaVine","SAS","MIN","2014-12-06","MISS LaVine 15' Jump Shot",1.501,-31.447,84.098,11.955,-141,50,14,"JMP","L","MR"
"0021400292",34,203095,"Evan","Fournier","SAC","ORL","2014-12-06","MISS Fournier 25' 3PT Jump Shot",1.234,-31.907,25.192,9.634,141,205,24,"JMP","RC","AB3"
"0021400292",352,202699,"Tobias","Harris","SAC","ORL","2014-12-06","MISS Harris  3PT Jump Shot",1.089,-31.292,91.236,2.034,-223,25,22,"JMP","L","LC3"
"0021400292",461,201196,"Ramon","Sessions","SAC","ORL","2014-12-06","MISS Sessions 13' Jump Shot",1.286,-31.582,4.079,13.952,133,14,13,"JMP","R","MR"
"0021400292",76,203506,"Victor","Oladipo","SAC","ORL","2014-12-06","MISS Oladipo 24' 3PT Jump Shot",1.433,-31.577,9.792,2.654,234,47,23,"JMP","R","RC3"
"0021400293",475,201175,"Glen","Davis","LAC","NOP","2014-12-06","MISS Davis 21' Jump Shot",2.526,-29.483,27.438,24.239,58,203,21,"JMP","C","MR"
"0021400293",489,201967,"Dante","Cunningham","LAC","NOP","2014-12-06","MISS Cunningham 22' Jump Shot",1.216,-31.042,72.561,11.705,-149,157,21,"JMP","LC","MR"
"0021400294",255,203482,"Kelly","Olynyk","BOS","WAS","2014-12-07","MISS Olynyk 9' Jump Shot",2.383,-29.725,17.269,29.976,-70,61,9,"JMP","L","PNT"
"0021400295",155,203914,"Gary","Harris","ATL","DEN","2014-12-07","MISS Harris 27' 3PT Jump Shot",1.624,-32.622,31.994,23.238,9,265,26,"JMP","C","AB3"
"0021400295",301,201952,"Jeff","Teague","ATL","DEN","2014-12-07","MISS Teague 25' 3PT Jump Shot",1.598,-32.882,25.689,39.259,-134,213,25,"JMP","LC","AB3"
"0021400295",359,201952,"Jeff","Teague","ATL","DEN","2014-12-07","MISS Teague 10' Floating Jump Shot",1.577,-30.882,11.399,16.1,72,71,10,"FJS","R","PNT"
"0021400297",110,203484,"Kentavious","Caldwell-Pope","DET","OKC","2014-12-07","MISS Caldwell-Pope 26' 3PT Jump Shot",1.935,-31.704,68.233,9.198,-103,242,26,"JMP","LC","AB3"
"0021400297",417,201973,"Jonas","Jerebko","DET","OKC","2014-12-07","MISS Jerebko 26' 3PT Jump Shot",1.569,-31.094,29.573,21.213,-5,257,25,"JMP","C","AB3"
"0021400298",112,1717,"Dirk","Nowitzki","DAL","MIL","2014-12-07","MISS Nowitzki 19' Jump Shot",1.757,-31.475,8.566,5.997,187,14,18,"JMP","R","MR"
"0021400298",127,203109,"Jae","Crowder","DAL","MIL","2014-12-07","MISS Crowder 17' Jump Shot",1.709,-32.19,6.74,7.435,165,22,16,"JMP","R","MR"
"0021400298",360,1717,"Dirk","Nowitzki","DAL","MIL","2014-12-07","MISS Nowitzki 25' 3PT Jump Shot",0.696,-31.365,67.998,37.472,181,173,25,"JMP","RC","AB3"
"0021400298",47,202688,"Brandon","Knight","DAL","MIL","2014-12-07","MISS Knight 24' 3PT Jump Shot",1.359,-31.093,70.473,6.765,-180,164,24,"JMP","LC","AB3"
"0021400299",20,202083,"Wesley","Matthews","NYK","POR","2014-12-07","MISS Matthews 19' Fadeaway Jumper",1.353,-31.912,76.926,39.29,177,61,18,"FDE","R","MR"
"0021400301",436,201228,"C.J.","Watson","IND","ATL","2014-12-08","MISS Watson 26' 3PT Jump Shot",1.258,-31.083,27.656,35.115,-98,244,26,"JMP","LC","AB3"
"0021400301",66,2561,"David","West","IND","ATL","2014-12-08","MISS West 14' Jump Shot",1.614,-33.148,82.365,34.36,136,50,14,"JMP","R","MR"
"0021400302",132,203935,"Marcus","Smart","WAS","BOS","2014-12-08","MISS Smart  3PT Jump Shot",1.554,-32.06,4.874,47.995,-229,23,23,"JMP","L","LC3"
"0021400302",180,202340,"Avery","Bradley","WAS","BOS","2014-12-08","MISS Bradley 23' Jump Shot",1.513,-31.716,19.52,8.149,151,170,22,"JMP","RC","MR"
"0021400303",34,2544,"LeBron","James","BKN","CLE","2014-12-08","MISS James 25' 3PT Jump Shot",1.249,-31.233,69.659,41.434,157,189,24,"JMP","RC","AB3"
"0021400303",63,203521,"Matthew","Dellavedova","BKN","CLE","2014-12-08","MISS Dellavedova 25' 3PT Jump Shot",1.128,-32.186,64.084,26.49,21,250,25,"JMP","C","AB3"
"0021400304",415,202349,"Greivis","Vasquez","TOR","DEN","2014-12-08","MISS Vasquez 20' Pullup Jump Shot",1.096,-31.977,73.331,38.695,151,138,20,"PUJ","RC","MR"
"0021400304",573,201163,"Wilson","Chandler","TOR","DEN","2014-12-08","MISS Chandler 25' 3PT Jump Shot",1.191,-31.972,20.059,6.561,177,183,25,"JMP","RC","AB3"
"0021400305",38,202691,"Klay","Thompson","MIN","GSW","2014-12-08","MISS Thompson 25' 3PT Jump Shot",1.284,-31.53,24.097,10.363,121,214,24,"JMP","RC","AB3"
"0021400305",534,203922,"Glenn","Robinson III","MIN","GSW","2014-12-08","MISS Robinson  3PT Jump Shot",1.899,-31.859,6.558,47.579,-226,22,22,"JMP","L","LC3"
"0021400306",532,201574,"Jason","Thompson","SAC","UTA","2014-12-08","MISS Thompson 19' Jump Shot",1.141,-31.777,88.274,5.556,-188,19,18,"JMP","L","MR"
"0021400306",84,203917,"Nik","Stauskas","SAC","UTA","2014-12-08","MISS Stauskas 24' 3PT Jump Shot",1.329,-31.489,21.08,45.163,-182,162,24,"JMP","LC","AB3"
"0021400308",346,201949,"James","Johnson","CLE","TOR","2014-12-09","MISS Johnson 25' 3PT Jump Shot",1.676,-31.077,5.715,2.45,247,-10,24,"JMP","R","RC3"
"0021400309",357,203915,"Spencer","Dinwiddie","DET","POR","2014-12-09","MISS Dinwiddie 27' 3PT Jump Shot",1.527,-32.119,22.989,3.508,91,249,26,"JMP","RC","AB3"
"0021400309",431,203915,"Spencer","Dinwiddie","DET","POR","2014-12-09","MISS Dinwiddie 26' 3PT Jump Shot",1.906,-31.049,25.72,39.284,-198,168,25,"JMP","LC","AB3"
"0021400310",137,1713,"Vince","Carter","MEM","DAL","2014-12-09","MISS Carter 26' 3PT Jump Shot",1.402,-31.329,72.391,44.836,203,162,25,"JMP","RC","AB3"
"0021400310",450,202718,"Chandler","Parsons","MEM","DAL","2014-12-09","MISS Parsons 24' 3PT Jump Shot",1.859,-31.248,85.716,46.594,234,28,23,"JMP","R","RC3"
"0021400311",120,201583,"Ryan","Anderson","NOP","NYK","2014-12-09","MISS Anderson 17' Jump Shot",1.105,-31.308,17.053,38.496,-166,44,17,"JMP","L","MR"
"0021400311",291,203076,"Anthony","Davis","NOP","NYK","2014-12-09","MISS Davis 14' Jump Shot",1.355,-32.44,86.641,37.445,143,4,14,"JMP","R","MR"
"0021400311",63,202697,"Iman","Shumpert","NOP","NYK","2014-12-09","MISS Shumpert 13' Jump Shot",1.611,-32.025,86.979,11.105,-127,11,12,"JMP","L","MR"
"0021400312",415,203087,"Jeremy","Lamb","OKC","MIL","2014-12-09","MISS Lamb 15' Fadeaway Jumper",0.898,-32.588,20.127,25.681,-2,153,15,"FDE","C","MR"
"0021400314",417,202695,"Kawhi","Leonard","UTA","SAS","2014-12-09","MISS Leonard 25' 3PT Jump Shot",1.509,-30.943,67.826,12.92,-56,246,25,"JMP","C","AB3"
"0021400316",223,200765,"Rajon","Rondo","CHA","BOS","2014-12-10","MISS Rondo 7' Running Jump Shot",1.196,-32.486,13.661,24.585,-2,74,7,"RJ","C","PNT"
"0021400316",254,202340,"Avery","Bradley","CHA","BOS","2014-12-10","MISS Bradley 26' 3PT Jump Shot",1.609,-31.551,14.028,46.957,-220,137,25,"JMP","LC","AB3"
"0021400316",269,202340,"Avery","Bradley","CHA","BOS","2014-12-10","MISS Bradley 19' Jump Shot",1.221,-31.028,72.52,12.296,-98,160,18,"JMP","LC","MR"
"0021400316",409,202689,"Kemba","Walker","CHA","BOS","2014-12-10","MISS Walker 9' Jump Shot",1.381,-32.873,17.214,21.452,18,91,9,"JMP","C","PNT"
"0021400316",542,200765,"Rajon","Rondo","CHA","BOS","2014-12-10","MISS Rondo 25' 3PT Jump Shot",1.642,-31.158,64.385,30.258,29,250,25,"JMP","C","AB3"
"0021400317",121,201150,"Spencer","Hawes","IND","LAC","2014-12-10","MISS Hawes 21' Jump Shot",1.41,-31.101,76.045,37.346,143,151,20,"JMP","RC","MR"
"0021400317",125,201175,"Glen","Davis","IND","LAC","2014-12-10","MISS Davis 18' Jump Shot",1.479,-31.618,88.452,9.081,-171,45,17,"JMP","L","MR"
"0021400317",199,201933,"Blake","Griffin","IND","LAC","2014-12-10","MISS Griffin 19' Jump Shot",1.431,-32.259,73.663,10.67,-122,148,19,"JMP","LC","MR"
"0021400317",417,201933,"Blake","Griffin","IND","LAC","2014-12-10","MISS Griffin 22' Jump Shot",1.085,-31.749,26.142,20.536,51,214,21,"JMP","C","MR"
"0021400317",5,201599,"DeAndre","Jordan","IND","LAC","2014-12-10","MISS Jordan 31' 3PT Jump Shot",1.438,-30.605,58.984,28.201,70,299,30,"JMP","C","AB3"
"0021400317",93,201933,"Blake","Griffin","IND","LAC","2014-12-10","MISS Griffin 17' Jump Shot",1.256,-31.546,78.559,40.647,138,91,16,"JMP","R","MR"
"0021400318",353,2446,"Rasual","Butler","ORL","WAS","2014-12-10","MISS Butler 19' Jump Shot",0.942,-30.052,71.485,28.969,58,181,19,"JMP","C","MR"
"0021400320",10,2200,"Pau","Gasol","CHI","BKN","2014-12-10","MISS Gasol 13' Jump Shot",1.271,-33.123,83.998,14.825,-123,30,12,"JMP","L","MR"
"0021400320",186,708,"Kevin","Garnett","CHI","BKN","2014-12-10","MISS Garnett 19' Jump Shot",2.063,-31.238,23.632,32.321,-40,187,19,"JMP","C","MR"
"0021400320",342,101187,"Alan","Anderson","CHI","BKN","2014-12-10","MISS Anderson  3PT Jump Shot",1.552,-31.728,90.732,2.882,-228,-22,22,"JMP","L","LC3"
"0021400320",91,2550,"Kirk","Hinrich","CHI","BKN","2014-12-10","MISS Hinrich  3PT Jump Shot",1.651,-31.485,90.108,3.387,-229,-28,23,"JMP","L","LC3"
"0021400321",61,203498,"Shabazz","Muhammad","MIN","POR","2014-12-10","MISS Muhammad 10' Turnaround Jump Shot",1.193,-28.072,86.748,15.549,-97,36,10,"TAJ","L","MR"
"0021400321",63,203081,"Damian","Lillard","MIN","POR","2014-12-10","MISS Lillard 17' Jump Shot",1.066,-29.399,15.769,9.572,141,93,16,"JMP","R","MR"
"0021400322",20,203112,"Quincy","Acy","SAS","NYK","2014-12-10","MISS Acy 15' Jump Shot",1.46,-30.685,83.167,37.902,146,52,15,"JMP","R","MR"
"0021400322",367,201160,"Jason","Smith","SAS","NYK","2014-12-10","MISS Smith 19' Jump Shot",2.254,-34.063,21.704,18.707,28,192,19,"JMP","C","MR"
"0021400322",4,202709,"Cory","Joseph","SAS","NYK","2014-12-10","MISS Joseph 18' Jump Shot",2.778,-30.753,20.406,21.106,-141,104,17,"JMP","LC","MR"
"0021400322",432,2564,"Boris","Diaw","SAS","NYK","2014-12-10","MISS Diaw 8' Fadeaway Bank Shot",1.554,-33.233,86.283,30.952,84,3,8,"FBS","R","MR"
"0021400323",211,202337,"Luke","Babbitt","DAL","NOP","2014-12-10","MISS Babbitt 25' 3PT Jump Shot",1.943,-33.051,21.008,44.491,-191,167,25,"JMP","LC","AB3"
"0021400324",200,2772,"Trevor","Ariza","GSW","HOU","2014-12-10","MISS Ariza 29' 3PT Pullup Jump Shot",1.82,-31.224,70.633,45.376,174,230,28,"PUJ","RC","AB3"
"0021400325",315,203120,"Justin","Hamilton","DEN","MIA","2014-12-10","MISS Hamilton 6' Jump Shot",2.422,-30.374,10.921,30.385,-49,42,6,"JMP","C","PNT"
"0021400325",467,202702,"Kenneth","Faried","DEN","MIA","2014-12-10","MISS Faried 14' Jump Shot",1.391,-32.241,89.108,11.522,-136,0,13,"JMP","L","MR"
"0021400326",492,202704,"Reggie","Jackson","OKC","CLE","2014-12-11","MISS Jackson  3PT Jump Shot",1.23,-31.424,5.556,1.93,233,23,23,"JMP","R","RC3"
"0021400326",536,201566,"Russell","Westbrook","OKC","CLE","2014-12-11","MISS Westbrook 20' Jump Shot",1.93,-31.185,25.788,29.873,-35,194,19,"JMP","C","MR"
"0021400326",58,201566,"Russell","Westbrook","OKC","CLE","2014-12-11","MISS Westbrook 24' 3PT Jump Shot",1.599,-31.907,68.654,11.615,-87,226,24,"JMP","LC","AB3"
"0021400328",349,2581,"Steve","Blake","CHI","POR","2014-12-12","MISS Blake  3PT Jump Shot",1.572,-31.773,91.295,48.578,231,-19,23,"JMP","R","RC3"
"0021400328",408,200746,"LaMarcus","Aldridge","CHI","POR","2014-12-12","MISS Aldridge 20' Jump Shot",1.334,-31.861,84.235,7.181,-175,89,19,"JMP","L","MR"
"0021400328",486,201587,"Nicolas","Batum","CHI","POR","2014-12-12","MISS Batum 27' 3PT Jump Shot",1.7,-30.602,62.102,31.679,129,242,27,"JMP","RC","AB3"
"0021400329",553,2446,"Rasual","Butler","WAS","LAC","2014-12-12","MISS Butler 26' 3PT Jump Shot",1.617,-31.228,73.445,44.253,201,167,26,"JMP","RC","AB3"
"0021400330",465,201960,"DeMarre","Carroll","ATL","ORL","2014-12-12","MISS Carroll  3PT Jump Shot",2.11,-31.126,5.815,44.33,-224,14,22,"JMP","L","LC3"
"0021400330",90,2732,"Ben","Gordon","ATL","ORL","2014-12-12","MISS Gordon 16' Jump Shot",1.216,-31.886,20.735,31.998,-41,157,16,"JMP","C","MR"
"0021400331",523,203482,"Kelly","Olynyk","BOS","NYK","2014-12-12","MISS Olynyk 26' 3PT Jump Shot",1.702,-31.8,64.58,14.911,70,249,25,"JMP","C","AB3"
"0021400332",16,2207,"Joe","Johnson","BKN","PHI","2014-12-12","MISS Johnson 25' 3PT Jump Shot",1.206,-31.513,28.541,17.253,149,197,24,"JMP","RC","AB3"
"0021400332",377,203144,"Alexey","Shved","BKN","PHI","2014-12-12","MISS Shved 28' 3PT Jump Shot",1.922,-31.931,26.353,43.884,-183,216,28,"JMP","LC","AB3"
"0021400332",411,101127,"Jarrett","Jack","BKN","PHI","2014-12-12","MISS Jack 25' 3PT Jump Shot",0.96,-31.08,64.856,31.555,59,246,25,"JMP","C","AB3"
"0021400332",7,203138,"Hollis","Thompson","BKN","PHI","2014-12-12","MISS Thompson 24' 3PT Jump Shot",1.31,-32.262,73.625,5.551,-231,74,24,"JMP","L","LC3"
"0021400334",129,101107,"Marvin","Williams","MEM","CHA","2014-12-12","MISS Williams 25' 3PT Jump Shot",1.203,-32.731,25.87,38.014,-160,192,24,"JMP","LC","AB3"
"0021400334",269,2744,"Al","Jefferson","MEM","CHA","2014-12-12","MISS Jefferson 17' Jump Shot",1.846,-32.231,85.929,8.77,-163,34,16,"JMP","L","MR"
"0021400336",329,201950,"Jrue","Holiday","NOP","CLE","2014-12-12","MISS Holiday 18' Jump Shot",1.945,-31.947,77.752,11.572,-122,126,17,"JMP","LC","MR"
"0021400336",57,1890,"Shawn","Marion","NOP","CLE","2014-12-12","MISS Marion 24' 3PT Jump Shot",1.432,-31.791,90.516,3.438,-239,6,23,"JMP","L","LC3"
"0021400338",301,202344,"Trevor","Booker","UTA","MIA","2014-12-12","MISS Booker 16' Jump Shot",1.388,-30.701,88.3,41.222,159,-3,15,"JMP","R","MR"
"0021400338",448,202683,"Enes","Kanter","UTA","MIA","2014-12-12","MISS Kanter  3PT Jump Shot",1.09,-29.708,88.193,2.414,-228,17,22,"JMP","L","LC3"
"0021400341",252,202689,"Kemba","Walker","CHA","BKN","2014-12-13","MISS Walker 18' Jump Shot",1.501,-32.313,71.531,32.227,122,132,17,"JMP","RC","MR"
"0021400341",303,101114,"Deron","Williams","CHA","BKN","2014-12-13","MISS D. Williams 8' Running Jump Shot",1.576,-31.257,14.826,25.636,4,78,7,"RJ","C","PNT"
"0021400342",201,201155,"Rodney","Stuckey","IND","POR","2014-12-13","MISS Stuckey 24' 3PT Jump Shot",1.815,-31.594,5.844,46.599,-235,20,23,"JMP","L","LC3"
"0021400342",384,2449,"Luis","Scola","IND","POR","2014-12-13","MISS Scola 16' Jump Shot",1.398,-31.57,88.218,5.88,-164,6,16,"JMP","L","MR"
"0021400342",79,2561,"David","West","IND","POR","2014-12-13","MISS West 6' Running Hook Shot",1.939,-32.484,12.131,26.025,-10,61,6,"RHS","C","PNT"
"0021400343",115,203471,"Dennis","Schroder","ORL","ATL","2014-12-13","MISS Schroder 29' 3PT Jump Shot",1.449,-30.928,62.035,37.649,157,238,28,"JMP","RC","AB3"
"0021400343",144,2594,"Kyle","Korver","ORL","ATL","2014-12-13","MISS Korver 25' 3PT Jump Shot",1.754,-30.441,84.355,3.038,-240,86,25,"JMP","L","LC3"
"0021400343",148,101112,"Channing","Frye","ORL","ATL","2014-12-13","MISS Frye 25' 3PT Jump Shot",1.701,-31.036,26.855,13.955,129,216,25,"JMP","RC","AB3"
"0021400344",288,201564,"O.J.","Mayo","MIL","LAC","2014-12-13","MISS Mayo 27' 3PT Jump Shot",1.244,-32.246,25.267,43.987,-158,222,27,"JMP","LC","AB3"
"0021400345",257,201601,"Luc","Mbah a Moute","PHI","MEM","2014-12-13","MISS Mbah a Moute 18' Jump Shot",1.118,-31.934,12.926,43.088,-168,74,18,"JMP","L","MR"
"0021400346",147,201935,"James","Harden","HOU","DEN","2014-12-13","MISS Harden 20' Step Back Jump Shot",1.66,-31.616,24.246,30.193,-81,178,19,"SBJ","LC","MR"
"0021400346",626,202087,"Alonzo","Gee","HOU","DEN","2014-12-13","MISS Gee 24' 3PT Jump Shot",2.063,-33.145,6.939,46.632,-235,-3,23,"JMP","L","LC3"
"0021400347",37,202713,"Kyle","Singler","SAC","DET","2014-12-13","MISS Singler 10' Jump Shot",2.587,-32.192,6.358,14.704,102,9,10,"JMP","R","MR"
"0021400348",440,203085,"Austin","Rivers","NOP","GSW","2014-12-14","MISS Rivers  3PT Jump Shot",1.539,-30.863,85.94,48.106,225,14,22,"JMP","R","RC3"
"0021400348",613,201583,"Ryan","Anderson","NOP","GSW","2014-12-14","MISS Anderson 25' 3PT Jump Shot",1.681,-30.952,66.044,13.006,-48,241,24,"JMP","C","AB3"
"0021400350",160,202379,"Jeremy","Evans","WAS","UTA","2014-12-14","MISS Evans  3PT Jump Shot",1.363,-31.575,5.92,46.979,-232,11,23,"JMP","L","LC3"
"0021400350",253,203078,"Bradley","Beal","WAS","UTA","2014-12-14","MISS Beal 18' Jump Shot",1.066,-30.816,81.153,8.302,-158,78,17,"JMP","L","MR"
"0021400350",274,202683,"Enes","Kanter","WAS","UTA","2014-12-14","MISS Kanter 16' Jump Shot",1.276,-31.218,70.174,19.833,-59,153,16,"JMP","LC","MR"
"0021400350",343,203504,"Trey","Burke","WAS","UTA","2014-12-14","MISS Burke 19' Jump Shot",0.415,-31.199,89.055,5.289,-188,14,18,"JMP","L","MR"
"0021400351",239,202325,"Wesley","Johnson","MIN","LAL","2014-12-14","MISS W. Johnson 26' 3PT Jump Shot",2.172,-31.323,17.507,46.869,-204,153,25,"JMP","LC","AB3"
"0021400352",308,201566,"Russell","Westbrook","OKC","PHX","2014-12-14","MISS Westbrook 25' 3PT Jump Shot",1.211,-31.392,67.406,11.278,-108,222,24,"JMP","LC","AB3"
"0021400352",434,203103,"Perry","Jones III","OKC","PHX","2014-12-14","MISS Jones 24' 3PT Jump Shot",1.343,-31.631,29.708,26.885,-15,238,23,"JMP","C","AB3"
"0021400353",137,203143,"Pablo","Prigioni","NYK","TOR","2014-12-14","MISS Prigioni 24' 3PT Jump Shot",1.948,-31.941,15.699,45.007,-232,61,23,"JMP","L","LC3"
"0021400354",205,201951,"Ty","Lawson","DEN","SAS","2014-12-14","MISS Lawson 22' Jump Shot",1.368,-32.388,71.257,19.503,-51,211,21,"JMP","C","MR"
"0021400354",434,101126,"Nate","Robinson","DEN","SAS","2014-12-14","MISS Robinson 27' 3PT Jump Shot",1.245,-31.473,27.763,35.117,-190,187,26,"JMP","LC","AB3"
"0021400354",546,201948,"Austin","Daye","DEN","SAS","2014-12-14","MISS Daye 14' Turnaround Jump Shot",1.265,-29.974,89.605,36.233,143,20,14,"TAJ","R","MR"
"0021400355",22,202362,"Lance","Stephenson","CLE","CHA","2014-12-15","MISS Stephenson 25' 3PT Jump Shot",1.373,-31.772,65.933,16.366,-89,230,24,"JMP","LC","AB3"
"0021400356",18,977,"Kobe","Bryant","IND","LAL","2014-12-15","MISS Bryant 18' Jump Shot",1.341,-31.106,68.917,32.293,78,160,17,"JMP","RC","MR"
"0021400356",198,202391,"Jeremy","Lin","IND","LAL","2014-12-15","MISS Lin 18' Step Back Jump Shot",1.127,-31.509,73.556,31.283,78,157,17,"SBJ","RC","MR"
"0021400356",2,202325,"Wesley","Johnson","IND","LAL","2014-12-15","MISS W. Johnson 26' 3PT Jump Shot",1.335,-32.48,64.598,25.886,15,258,25,"JMP","C","AB3"
"0021400356",283,201155,"Rodney","Stuckey","IND","LAL","2014-12-15","MISS Stuckey 12' Jump Shot",1.342,-31.428,78.002,30.119,42,113,12,"JMP","C","PNT"
"0021400356",519,203903,"Jordan","Clarkson","IND","LAL","2014-12-15","MISS Clarkson 19' Jump Shot",1.14,-31.368,10.862,6.727,190,34,19,"JMP","R","MR"
"0021400356",99,2561,"David","West","IND","LAL","2014-12-15","MISS West 16' Jump Shot",1.393,-33.23,3.463,42.423,-155,12,15,"JMP","L","MR"
"0021400357",493,203487,"Michael","Carter-Williams","PHI","BOS","2014-12-15","MISS Carter-Williams 20' Jump Shot",1.278,-30.674,10.159,44.174,-202,19,20,"JMP","L","MR"
"0021400358",158,201959,"Taj","Gibson","ATL","CHI","2014-12-15","MISS Gibson 20' Jump Shot",1.193,-32.106,19.742,37.278,-155,134,20,"JMP","LC","MR"
"0021400358",361,202710,"Jimmy","Butler","ATL","CHI","2014-12-15","MISS Butler 19' Fadeaway Jumper",1.215,-31.527,68.987,16.085,-43,189,19,"FDE","C","MR"
"0021400359",201,202335,"Patrick","Patterson","TOR","ORL","2014-12-15","MISS Patterson 26' 3PT Jump Shot",0.977,-32.268,26.384,14.213,62,249,25,"JMP","C","AB3"
"0021400359",26,101112,"Channing","Frye","TOR","ORL","2014-12-15","MISS Frye 17' Jump Shot",1.644,-32.576,87.025,43.789,170,0,17,"JMP","R","MR"
"0021400359",39,101161,"Amir","Johnson","TOR","ORL","2014-12-15","MISS Johnson 19' Jump Shot",1.327,-32.24,23.267,25.576,-2,187,18,"JMP","C","MR"
"0021400360",75,2585,"Zaza","Pachulia","PHX","MIL","2014-12-15","MISS Pachulia 15' Jump Shot",2.152,-32.173,72.479,17.694,-46,138,14,"JMP","C","PNT"
"0021400361",156,202695,"Kawhi","Leonard","POR","SAS","2014-12-15","MISS Leonard 17' Jump Shot",1.102,-30.983,7.694,39.876,-169,20,17,"JMP","L","MR"
"0021400361",198,202083,"Wesley","Matthews","POR","SAS","2014-12-15","MISS Matthews 18' Fadeaway Jumper",1.552,-31.839,77.886,38.512,105,148,18,"FDE","RC","MR"
"0021400362",142,2746,"Josh","Smith","LAC","DET","2014-12-15","MISS Smith 18' Jump Shot",1.247,-31.901,73.36,9.43,-152,88,17,"JMP","L","MR"
"0021400363",179,203498,"Shabazz","Muhammad","WAS","MIN","2014-12-16","MISS Muhammad 12' Jump Shot",1.451,-32.381,83.395,15.18,-117,26,11,"JMP","L","MR"
"0021400363",359,202322,"John","Wall","WAS","MIN","2014-12-16","MISS Wall 27' 3PT Jump Shot",1.493,-31.593,63.217,28.373,26,265,26,"JMP","C","AB3"
"0021400364",248,202708,"Norris","Cole","BKN","MIA","2014-12-16","MISS Cole 18' Jump Shot",1.337,-32.314,81.286,42.724,170,69,18,"JMP","R","MR"
"0021400364",275,202708,"Norris","Cole","BKN","MIA","2014-12-16","MISS Cole  3PT Jump Shot",1.694,-31.633,82.818,47.646,234,-8,23,"JMP","R","RC3"
"0021400364",304,203120,"Justin","Hamilton","BKN","MIA","2014-12-16","MISS Hamilton 16' Jump Shot",1.778,-34.778,9.619,45.181,-157,28,15,"JMP","L","MR"
"0021400364",72,2548,"Dwyane","Wade","BKN","MIA","2014-12-16","MISS Wade 15' Fadeaway Jumper",0.2,-33.08,74.536,24.594,-152,-2,15,"FDE","L","MR"
"0021400365",481,2738,"Andre","Iguodala","MEM","GSW","2014-12-16","MISS Iguodala  3PT Jump Shot",1.359,-32.091,86.053,47.709,233,-2,23,"JMP","R","RC3"
"0021400365",76,201188,"Marc","Gasol","MEM","GSW","2014-12-16","MISS Gasol 9' Jump Shot",1.161,-32.082,81.733,18.225,-70,50,8,"JMP","L","PNT"
"0021400366",418,201583,"Ryan","Anderson","NOP","UTA","2014-12-16","MISS Anderson 17' Jump Shot",1.656,-32.367,8.951,9.297,154,75,17,"JMP","R","MR"
"0021400367",183,2546,"Carmelo","Anthony","NYK","DAL","2014-12-16","MISS Anthony 12' Turnaround Jump Shot",1.626,-30.39,4.976,11.876,124,6,12,"TAJ","R","MR"
"0021400367",339,101181,"Jose","Calderon","NYK","DAL","2014-12-16","MISS Calderon 26' 3PT Jump Shot",1.457,-32.101,70.763,41.271,146,214,25,"JMP","RC","AB3"
"0021400368",195,201586,"Serge","Ibaka","SAC","OKC","2014-12-16","MISS Ibaka 20' Pullup Jump Shot",1.342,-31.826,24.745,22.419,-21,194,19,"PUJ","C","MR"
"0021400369",326,203077,"Michael","Kidd-Gilchrist","CHA","PHX","2014-12-17","MISS Kidd-Gilchrist 20' Jump Shot",1.367,-31.398,69.247,18.584,-21,195,19,"JMP","C","MR"
"0021400370",161,203521,"Matthew","Dellavedova","CLE","ATL","2014-12-17","MISS Dellavedova  3PT Jump Shot",1.431,-33.149,89.617,46.466,231,20,23,"JMP","R","RC3"
"0021400371",144,101138,"Brandon","Bass","BOS","ORL","2014-12-17","MISS Bass 11' Jump Shot",1.716,-31.049,7.799,11.162,106,39,11,"JMP","R","MR"
"0021400371",470,203515,"Phil","Pressey","BOS","ORL","2014-12-17","MISS Pressey 27' 3PT Jump Shot",1.345,-29.88,64.924,28.29,99,246,26,"JMP","RC","AB3"
"0021400372",119,2210,"Richard","Jefferson","DET","DAL","2014-12-17","MISS Jefferson 24' 3PT Jump Shot",1.613,-31.331,7.366,2.966,236,53,24,"JMP","R","RC3"
"0021400372",198,202713,"Kyle","Singler","DET","DAL","2014-12-17","MISS Singler 27' 3PT Jump Shot",1.856,-32.93,85.503,1.968,-180,195,26,"JMP","LC","AB3"
"0021400372",200,203109,"Jae","Crowder","DET","DAL","2014-12-17","MISS Crowder 24' 3PT Jump Shot",1.773,-31.48,5.974,3.3,234,30,23,"JMP","R","RC3"
"0021400372",30,203484,"Kentavious","Caldwell-Pope","DET","DAL","2014-12-17","MISS Caldwell-Pope  3PT Jump Shot",1.342,-32.632,90.042,2.625,-224,48,22,"JMP","L","LC3"
"0021400373",137,203894,"Shabazz","Napier","MIA","UTA","2014-12-17","MISS Napier 25' 3PT Jump Shot",2.005,-34.427,26.849,36.016,-175,173,24,"JMP","LC","AB3"
