"gid","rid","pid","fnm","lnm","htm","atm","dt","d","dc","g","rx","ry","lcx","lcy","dst","shtp","shza","shzb"
"0021300407",479,201564,"O.J.","Mayo","CHA","MIL","2013-12-23","MISS Mayo 25' 3PT Jump Shot",2.149,-30.928,29.997,30.934,-84,231,24,"JMP","LC","AB3"
"0021300407",483,2744,"Al","Jefferson","CHA","MIL","2013-12-23","MISS Jefferson 17' Jump Shot",1.495,-32.299,85.332,8.621,-160,42,16,"JMP","L","MR"
"0021300407",8,202689,"Kemba","Walker","CHA","MIL","2013-12-23","MISS Walker 13' Jump Shot",2.048,-31.177,18.03,28.804,-60,113,12,"JMP","C","PNT"
"0021300408",484,201155,"Rodney","Stuckey","CLE","DET","2013-12-23","MISS Stuckey 7' Jump Shot",6.315,-30.367,4.424,24.943,34,63,7,"JMP","C","PNT"
"0021300410",409,2207,"Joe","Johnson","BKN","IND","2013-12-23","MISS Johnson 25' 3PT Jump Shot",1.63,-32.362,28.715,30.235,-62,242,24,"JMP","C","AB3"
"0021300411",205,203544,"Pero","Antic","MIA","ATL","2013-12-23","MISS Antic 25' 3PT Jump Shot",1.94,-32.677,19.745,42.099,-193,154,24,"JMP","LC","AB3"
"0021300411",397,202708,"Norris","Cole","MIA","ATL","2013-12-23","MISS Cole  3PT Jump Shot",1.511,-29.249,6.058,3.036,225,6,22,"JMP","R","RC3"
"0021300413",18,101107,"Marvin","Williams","MEM","UTA","2013-12-23","MISS Williams 28' 3PT Jump Shot",1.358,-31.771,63.912,39.465,170,224,28,"JMP","RC","AB3"
"0021300413",238,201144,"Mike","Conley","MEM","UTA","2013-12-23","MISS Conley 12' Floating Jump Shot",1.713,-32.565,78.926,32.025,81,91,12,"FJS","R","MR"
"0021300414",312,201942,"DeMar","DeRozan","SAS","TOR","2013-12-23","MISS DeRozan 24' 3PT Jump Shot",1.138,-31.881,4.716,45.282,-235,-17,23,"JMP","L","LC3"
"0021300414",372,201980,"Danny","Green","SAS","TOR","2013-12-23","MISS Green 25' 3PT Jump Shot",1.936,-31.741,64.909,9.771,-103,225,24,"JMP","LC","AB3"
"0021300415",29,200751,"Randy","Foye","DEN","GSW","2013-12-23","MISS Foye 16' Jump Shot",1.086,-32.453,4.726,12.436,154,20,15,"JMP","R","MR"
"0021300416",92,201941,"Jordan","Hill","PHX","LAL","2013-12-23","MISS Hill 15' Jump Shot",1.271,-32.92,75.033,14.776,-97,115,15,"JMP","L","MR"
"0021300417",6,202738,"Isaiah","Thomas","SAC","NOP","2013-12-23","MISS Thomas 25' 3PT Jump Shot",2.082,-31.807,27.596,10.315,114,219,24,"JMP","RC","AB3"
"0021300418",367,203503,"Tony","Snell","BKN","CHI","2013-12-25","MISS Snell  3PT Jump Shot",1.63,-32.584,3.687,47.048,-232,-10,23,"JMP","L","LC3"
"0021300418",396,1718,"Paul","Pierce","BKN","CHI","2013-12-25","MISS Pierce 11' Fadeaway Jumper",1.235,-31.174,86.515,38.157,103,44,11,"FDE","R","MR"
"0021300419",132,201586,"Serge","Ibaka","NYK","OKC","2013-12-25","MISS Ibaka 15' Jump Shot",1.483,-31.439,77.073,32.134,105,108,15,"JMP","R","MR"
"0021300420",439,2617,"Udonis","Haslem","LAL","MIA","2013-12-25","MISS Haslem 17' Jump Shot",1.785,-31.637,23.119,21.846,29,170,17,"JMP","C","MR"
"0021300420",520,201156,"Nick","Young","LAL","MIA","2013-12-25","MISS Young 28' 3PT Jump Shot",1.328,-30.145,66.122,10.947,-174,214,27,"JMP","LC","AB3"
"0021300421",264,203093,"Terrence","Jones","SAS","HOU","2013-12-25","MISS Jones  3PT Jump Shot",1.738,-32.125,5.399,1.804,230,17,23,"JMP","R","RC3"
"0021300422",103,201962,"Toney","Douglas","GSW","LAC","2013-12-25","MISS Douglas 24' 3PT Jump Shot",1.771,-31.947,3.846,45.101,-234,22,23,"JMP","L","LC3"
"0021300422",191,2440,"Matt","Barnes","GSW","LAC","2013-12-25","MISS Barnes 17' Turnaround Jump Shot",1.336,-33.08,88.618,8.156,-164,31,16,"TAJ","L","MR"
"0021300422",269,201162,"Jared","Dudley","GSW","LAC","2013-12-25","MISS Dudley 19' Jump Shot",1.27,-30.728,8.746,10.375,165,96,19,"JMP","R","MR"
"0021300422",540,203084,"Harrison","Barnes","GSW","LAC","2013-12-25","MISS Barnes 18' Jump Shot",1.394,-32.068,69.183,24.631,-4,176,17,"JMP","C","MR"
"0021300423",170,202714,"Shelvin","Mack","CLE","ATL","2013-12-26","MISS Mack 25' 3PT Jump Shot",1.947,-33.268,65.391,19.982,-43,249,25,"JMP","C","AB3"
"0021300423",385,200794,"Paul","Millsap","CLE","ATL","2013-12-26","MISS Millsap 25' 3PT Jump Shot",1.376,-31.273,29.707,17.759,130,217,25,"JMP","RC","AB3"
"0021300425",534,1717,"Dirk","Nowitzki","DAL","SAS","2013-12-26","MISS Nowitzki 13' Fadeaway Jumper",1.504,-33.058,12.175,18.079,110,64,12,"FDE","R","MR"
"0021300426",33,201587,"Nicolas","Batum","POR","LAC","2013-12-26","MISS Batum 29' 3PT Jump Shot",1.686,-32.016,27.327,46.096,-220,186,28,"JMP","LC","AB3"
"0021300427",238,201586,"Serge","Ibaka","CHA","OKC","2013-12-27","MISS Ibaka  3PT Jump Shot",1.745,-30.037,87.505,3.178,-226,-5,22,"JMP","L","LC3"
"0021300427",378,201604,"Chris","Douglas-Roberts","CHA","OKC","2013-12-27","MISS Douglas-Roberts 21' Jump Shot",2.103,-32.511,87.97,46.145,205,-6,20,"JMP","R","MR"
"0021300428",230,202696,"Nikola","Vucevic","ORL","DET","2013-12-27","MISS Vucevic 16' Jump Shot",1.709,-31.061,82.096,36.057,136,78,15,"JMP","R","MR"
"0021300428",321,202328,"Greg","Monroe","ORL","DET","2013-12-27","MISS Monroe 20' Jump Shot",2.037,-31.072,73.952,36.964,130,146,19,"JMP","RC","MR"
"0021300428",377,2749,"Jameer","Nelson","ORL","DET","2013-12-27","MISS Nelson 26' 3PT Jump Shot",0.996,-31.37,24.211,40.142,-105,235,25,"JMP","LC","AB3"
"0021300429",304,203507,"Giannis","Antetokounmpo","BKN","MIL","2013-12-27","MISS Antetokounmpo 25' 3PT Jump Shot",0.998,-31.371,21.618,42.208,-207,145,25,"JMP","LC","AB3"
"0021300429",435,2406,"Caron","Butler","BKN","MIL","2013-12-27","MISS Butler 22' Jump Shot",1.156,-32.517,21.405,10.862,75,208,22,"JMP","RC","MR"
"0021300430",111,202335,"Patrick","Patterson","NYK","TOR","2013-12-27","MISS Patterson 11' Jump Shot",2.793,-32.196,88.495,14.144,-112,1,11,"JMP","L","MR"
"0021300431",264,2772,"Trevor","Ariza","MIN","WAS","2013-12-27","MISS Ariza 21' Jump Shot",1.339,-31.82,77.956,9.863,-133,157,20,"JMP","LC","MR"
"0021300431",75,201567,"Kevin","Love","MIN","WAS","2013-12-27","MISS Love 26' 3PT Jump Shot",1.509,-29.571,63.808,34.749,143,214,25,"JMP","RC","AB3"
"0021300433",27,202324,"Derrick","Favors","UTA","LAL","2013-12-27","MISS Favors 6' Jump Bank Shot",1.713,-30.915,7.65,31.075,-54,30,6,"JBS","C","PNT"
"0021300434",6,200752,"Rudy","Gay","SAC","MIA","2013-12-27","MISS Gay 25' 3PT Jump Shot",1.36,-32.018,66.925,37.656,163,192,25,"JMP","RC","AB3"
"0021300436",299,203079,"Dion","Waiters","BOS","CLE","2013-12-28","MISS Waiters 18' Jump Shot",1.64,-30.087,12.361,8.113,162,77,17,"JMP","R","MR"
"0021300436",5,101139,"CJ","Miles","BOS","CLE","2013-12-28","MISS Miles 20' Jump Shot",1.414,-31.44,72.903,35.744,146,140,20,"JMP","RC","MR"
"0021300436",505,101138,"Brandon","Bass","BOS","CLE","2013-12-28","MISS Bass 15' Jump Shot",1.302,-31.767,72.609,19.234,-64,140,15,"JMP","C","MR"
"0021300437",370,202331,"Paul","George","IND","BKN","2013-12-28","MISS George 25' 3PT Jump Shot",3.033,-31.109,63.853,30.584,61,242,24,"JMP","C","AB3"
"0021300437",53,203141,"Mirza","Teletovic","IND","BKN","2013-12-28","MISS Teletovic 24' 3PT Jump Shot",0.942,-30.786,77.361,3.393,-199,140,24,"JMP","LC","AB3"
"0021300438",401,203315,"Toure'","Murry","TOR","NYK","2013-12-28","MISS Murry 9' Running Jump Shot",1.409,-30.631,11.386,37.276,-82,45,9,"RJ","L","MR"
"0021300438",94,2030,"Kenyon","Martin","TOR","NYK","2013-12-28","MISS Martin 13' Fadeaway Jumper",1.307,-28.841,88.741,11.845,-130,15,13,"FDE","L","MR"
"0021300439",179,202322,"John","Wall","WAS","DET","2013-12-28","MISS Wall 10' Jump Shot",1.071,-31.346,19.049,23.976,18,94,9,"JMP","C","PNT"
"0021300439",251,203078,"Bradley","Beal","WAS","DET","2013-12-28","MISS Beal 15' Jump Shot",1.656,-31.707,4.774,44.996,-150,20,15,"JMP","L","MR"
"0021300439",342,203083,"Andre","Drummond","WAS","DET","2013-12-28","MISS Drummond 12' Jump Shot",1.727,-33.179,5.06,12.024,119,19,12,"JMP","R","MR"
"0021300440",119,201960,"DeMarre","Carroll","ATL","CHA","2013-12-28","MISS Carroll 25' 3PT Jump Shot",1.679,-30.931,70.906,40.706,189,167,25,"JMP","RC","AB3"
"0021300440",125,202714,"Shelvin","Mack","ATL","CHA","2013-12-28","MISS Mack 8' Driving Jump Shot",1.504,-33.94,78.304,22.44,10,75,7,"DJS","C","PNT"
"0021300440",275,200794,"Paul","Millsap","ATL","CHA","2013-12-28","MISS Millsap 20' Jump Shot",1.696,-32.269,70.372,18.114,-82,178,19,"JMP","LC","MR"
"0021300440",432,2744,"Al","Jefferson","ATL","CHA","2013-12-28","MISS Jefferson 17' Jump Shot",1.754,-32.22,88.399,41.692,166,0,16,"JMP","R","MR"
"0021300440",581,203118,"Mike","Scott","ATL","CHA","2013-12-28","MISS Scott 25' 3PT Jump Shot",1.274,-31.276,29.676,24.906,-15,247,24,"JMP","C","AB3"
"0021300440",595,202689,"Kemba","Walker","ATL","CHA","2013-12-28","MISS Walker 17' Jump Shot",1.263,-31.335,81.33,12.282,-128,116,17,"JMP","LC","MR"
"0021300441",365,101145,"Monta","Ellis","CHI","DAL","2013-12-28","MISS Ellis 24' 3PT Jump Shot",1.689,-32.297,64.572,29.008,89,225,24,"JMP","RC","AB3"
"0021300442",146,101128,"Francisco","Garcia","HOU","NOP","2013-12-28","MISS Garcia  3PT Jump Shot",1.037,-32.979,88.288,4.073,-229,14,22,"JMP","L","LC3"
"0021300443",230,2754,"Tony","Allen","MEM","DEN","2013-12-28","MISS Allen  3PT Jump Shot",1.518,-30.928,89.47,3.174,-232,-3,23,"JMP","L","LC3"
"0021300443",417,201163,"Wilson","Chandler","MEM","DEN","2013-12-28","MISS Chandler 20' Jump Shot",2.456,-31.486,69.452,18.263,-79,189,20,"JMP","LC","MR"
"0021300443",429,202706,"Jordan","Hamilton","MEM","DEN","2013-12-28","MISS Hamilton 25' 3PT Jump Shot",1.388,-31.435,69.44,10.689,-116,225,25,"JMP","LC","AB3"
"0021300443",451,201951,"Ty","Lawson","MEM","DEN","2013-12-28","MISS Lawson 13' Running Jump Shot",1.729,-30.029,82.437,34.962,127,36,13,"RJ","R","MR"
"0021300445",52,201609,"Goran","Dragic","PHX","PHI","2013-12-28","MISS Dragic 8' Jump Shot",1.199,-30.162,11.784,31.937,-64,50,8,"JMP","L","PNT"
"0021300446",142,2748,"Dorell","Wright","POR","MIA","2013-12-28","MISS Wright 22' Jump Shot",1.232,-31.117,4.365,47.498,-220,4,22,"JMP","L","LC3"
"0021300446",266,200746,"LaMarcus","Aldridge","POR","MIA","2013-12-28","MISS Aldridge 20' Jump Shot",1.388,-31.842,72.39,36.505,144,140,20,"JMP","RC","MR"
"0021300446",392,201577,"Robin","Lopez","POR","MIA","2013-12-28","MISS Lopez 8' Hook Shot",2.37,-31.865,89.05,15.3,-76,0,7,"HK","C","PNT"
"0021300448",373,202684,"Tristan","Thompson","CLE","GSW","2013-12-29","MISS Thompson 12' Turnaround Jump Shot",1.964,-30.168,87.356,35.526,122,23,12,"TAJ","R","MR"
"0021300448",375,202691,"Klay","Thompson","CLE","GSW","2013-12-29","MISS Thompson 25' 3PT Jump Shot",1.814,-31.635,17.236,3.651,166,192,25,"JMP","RC","AB3"
"0021300448",386,101127,"Jarrett","Jack","CLE","GSW","2013-12-29","MISS Jack 12' Jump Shot",1.537,-31.874,73.058,15.474,-81,83,11,"JMP","L","MR"
"0021300449",451,201952,"Jeff","Teague","ORL","ATL","2013-12-29","MISS Teague 10' Jump Shot",1.427,-31.038,79.74,23.29,-8,99,9,"JMP","C","PNT"
"0021300450",212,201935,"James","Harden","OKC","HOU","2013-12-29","MISS Harden 25' 3PT Step Back Jump Shot",1.214,-31.294,27.823,32.71,-90,235,25,"SBJ","LC","AB3"
"0021300450",306,202704,"Reggie","Jackson","OKC","HOU","2013-12-29","MISS Jackson 26' 3PT Jump Shot",1.593,-31.754,23.973,45.135,-191,178,26,"JMP","LC","AB3"
"0021300451",494,202326,"DeMarcus","Cousins","SAS","SAC","2013-12-29","MISS Cousins 9' Jump Shot",2.5,-33.758,5.595,35.456,-86,34,9,"JMP","L","MR"
"0021300452",121,201156,"Nick","Young","LAL","PHI","2013-12-29","MISS Young 26' 3PT Jump Shot",1.776,-30.926,21.025,5.888,206,165,26,"JMP","RC","AB3"
"0021300452",320,202323,"Evan","Turner","LAL","PHI","2013-12-29","MISS Turner 10' Jump Shot",1.202,-30.17,16.041,30.032,-60,75,9,"JMP","L","PNT"
"0021300453",462,201943,"Brandon","Jennings","DET","WAS","2013-12-30","MISS Jennings 9' Jump Shot",1.54,-28.611,10.162,17.578,78,52,9,"JMP","R","PNT"
"0021300454",108,201571,"D.J.","Augustin","MEM","CHI","2013-12-30","MISS Augustin 26' 3PT Jump Shot",2.513,-29.924,16.042,1.862,218,134,25,"JMP","RC","AB3"
"0021300454",321,201959,"Taj","Gibson","MEM","CHI","2013-12-30","MISS Gibson 18' Jump Shot",1.425,-31.86,87.455,41.059,177,-6,17,"JMP","R","MR"
"0021300455",318,101181,"Jose","Calderon","MIN","DAL","2013-12-30","MISS Calderon 24' 3PT Jump Shot",1.91,-30.688,72.108,3.772,-161,179,24,"JMP","LC","AB3"
"0021300456",442,201936,"Tyreke","Evans","NOP","POR","2013-12-30","MISS Evans 11' Jump Shot",1.738,-31.374,70.394,28.205,51,101,11,"JMP","C","PNT"
"0021300457",103,2617,"Udonis","Haslem","DEN","MIA","2013-12-30","MISS Haslem 17' Jump Shot",1.508,-32.698,87.914,7.838,-168,3,16,"JMP","L","MR"
"0021300457",35,202706,"Jordan","Hamilton","DEN","MIA","2013-12-30","MISS Hamilton 25' 3PT Jump Shot",1.278,-30.133,19.564,5.479,190,159,24,"JMP","RC","AB3"
"0021300459",405,201609,"Goran","Dragic","LAC","PHX","2013-12-30","MISS Dragic 11' Jump Shot",1.561,-33.448,13.163,34.62,-90,69,11,"JMP","L","MR"
"0021300459",415,2037,"Jamal","Crawford","LAC","PHX","2013-12-30","MISS Crawford 26' 3PT Jump Shot",1.314,-31.386,65.706,34.011,160,206,26,"JMP","RC","AB3"
"0021300460",435,2222,"Gerald","Wallace","BOS","ATL","2013-12-31","MISS Wallace 25' 3PT Jump Shot",1.675,-32.521,67.92,38.124,171,189,25,"JMP","RC","AB3"
"0021300461",461,203079,"Dion","Waiters","IND","CLE","2013-12-31","MISS Waiters 26' 3PT Jump Shot",1.845,-32.516,30.58,21.971,-15,257,25,"JMP","C","AB3"
"0021300463",149,1737,"Nazr","Mohammed","CHI","TOR","2013-12-31","MISS Mohammed 11' Jump Shot",1.803,-31.828,78.518,27.714,1,113,11,"JMP","C","PNT"
"0021300463",423,202349,"Greivis","Vasquez","CHI","TOR","2013-12-31","MISS Vasquez 25' 3PT Jump Shot",1.556,-32.524,65.201,17.888,-90,238,25,"JMP","LC","AB3"
"0021300464",255,202738,"Isaiah","Thomas","HOU","SAC","2013-12-31","MISS Thomas 20' Jump Shot",1.398,-30.994,69.663,13.102,-128,159,20,"JMP","LC","MR"
"0021300464",359,203093,"Terrence","Jones","HOU","SAC","2013-12-31","MISS Jones 6' Turnaround Hook Shot",1.667,-28.937,88.998,17.891,-62,4,6,"THS","C","PNT"
"0021300464",441,200752,"Rudy","Gay","HOU","SAC","2013-12-31","MISS Gay 19' Jump Shot",3.299,-32.05,20.431,35.742,-122,140,18,"JMP","LC","MR"
"0021300466",424,200746,"LaMarcus","Aldridge","OKC","POR","2013-12-31","MISS Aldridge 20' Jump Shot",1.569,-32.504,69.06,19.89,-21,194,19,"JMP","C","MR"
"0021300467",112,201564,"O.J.","Mayo","LAL","MIL","2013-12-31","MISS Mayo 15' Jump Shot",1.446,-32.955,85.679,42.019,147,31,15,"JMP","R","MR"
"0021300467",284,2200,"Pau","Gasol","LAL","MIL","2013-12-31","MISS Gasol 20' Jump Shot",1.163,-31.158,68.487,24.832,-7,197,19,"JMP","C","MR"
"0021300468",204,1713,"Vince","Carter","WAS","DAL","2014-01-01","MISS Carter 12' Jump Shot",1.679,-30.978,74.949,15.951,-68,99,12,"JMP","L","PNT"
"0021300468",308,203078,"Bradley","Beal","WAS","DAL","2014-01-01","MISS Beal 24' 3PT Jump Shot",1.549,-30.6,85.411,46.717,228,66,23,"JMP","R","RC3"
"0021300468",355,101145,"Monta","Ellis","WAS","DAL","2014-01-01","MISS Ellis 26' 3PT Jump Shot",1.492,-32.203,25.246,10.064,118,227,25,"JMP","RC","AB3"
"0021300468",74,101110,"Martell","Webster","WAS","DAL","2014-01-01","MISS Webster  3PT Jump Shot",1.228,-31.718,4.267,46.981,-229,33,23,"JMP","L","LC3"
"0021300469",391,202335,"Patrick","Patterson","TOR","IND","2014-01-01","MISS Patterson 17' Jump Shot",1.067,-32.252,10.463,37.985,-161,52,16,"JMP","L","MR"
"0021300470",173,201967,"Dante","Cunningham","MIN","NOP","2014-01-01","MISS Cunningham 19' Jump Shot",1.643,-31.03,22.68,24.294,21,187,18,"JMP","C","MR"
"0021300470",208,201593,"Nikola","Pekovic","MIN","NOP","2014-01-01","MISS Pekovic 10' Jump Shot",1.729,-30.192,11.57,30.701,-75,61,9,"JMP","L","PNT"
"0021300471",213,201152,"Thaddeus","Young","DEN","PHI","2014-01-01","MISS Young 24' 3PT Jump Shot",1.473,-32.254,84.37,2.07,-234,30,23,"JMP","L","LC3"
"0021300471",371,201589,"Darrell","Arthur","DEN","PHI","2014-01-01","MISS Arthur 25' 3PT Jump Shot",1.773,-32.365,65.232,34.099,154,198,25,"JMP","RC","AB3"
"0021300471",509,200751,"Randy","Foye","DEN","PHI","2014-01-01","MISS Foye 16' Jump Shot",1.027,-32.593,84.196,5.26,-161,20,16,"JMP","L","MR"
"0021300473",377,203506,"Victor","Oladipo","CLE","ORL","2014-01-02","MISS Oladipo 28' 3PT Jump Shot",1.358,-32,28.465,36.612,-174,213,27,"JMP","LC","AB3"
"0021300474",93,203110,"Draymond","Green","MIA","GSW","2014-01-02","MISS Green 10' Jump Shot",1.778,-33.397,11.895,37.701,-84,48,9,"JMP","L","MR"
"0021300475",123,203096,"Jared","Sullinger","CHI","BOS","2014-01-02","MISS Sullinger 25' 3PT Jump Shot",1.519,-30.514,29.633,22.085,40,244,24,"JMP","C","AB3"
"0021300475",429,201959,"Taj","Gibson","CHI","BOS","2014-01-02","MISS Gibson 12' Jump Shot",1.334,-32.018,4.596,35.596,-18,121,12,"JMP","C","PNT"
"0021300476",163,203103,"Perry","Jones III","OKC","BKN","2014-01-02","MISS Jones  3PT Jump Shot",0.816,-32.025,89.202,3.424,-223,22,22,"JMP","L","LC3"
"0021300477",136,201980,"Danny","Green","SAS","NYK","2014-01-02","MISS Green 24' 3PT Jump Shot",1.592,-32,4.894,47.351,-242,-21,24,"JMP","L","LC3"
"0021300478",86,101123,"Gerald","Green","PHX","MEM","2014-01-02","MISS Green 26' 3PT Jump Shot",1.247,-33.917,17.976,43.952,-229,118,25,"JMP","LC","AB3"
"0021300479",328,202692,"Alec","Burks","UTA","MIL","2014-01-02","MISS Burks 16' Jump Shot",1.483,-30.208,68.339,24.167,4,162,16,"JMP","C","MR"
"0021300479",385,202330,"Gordon","Hayward","UTA","MIL","2014-01-02","MISS Hayward 26' 3PT Jump Shot",1.283,-31.756,63.552,27.94,77,244,25,"JMP","C","AB3"
"0021300480",350,203081,"Damian","Lillard","POR","CHA","2014-01-02","MISS Lillard 20' Turnaround Fadeaway Shot",1.371,-31.137,76.551,11.644,-111,167,20,"TFS","LC","MR"
"0021300481",286,202323,"Evan","Turner","SAC","PHI","2014-01-02","MISS Turner 25' 3PT Jump Shot",1.509,-32.39,24.507,14.07,124,217,24,"JMP","RC","AB3"
"0021300481",37,203487,"Michael","Carter-Williams","SAC","PHI","2014-01-02","MISS Carter-Williams 25' 3PT Jump Shot",3.382,-30.745,64.747,36.115,31,249,25,"JMP","C","AB3"
"0021300481",595,202323,"Evan","Turner","SAC","PHI","2014-01-02","MISS Turner 26' 3PT Jump Shot",1.254,-31.673,67.43,11.017,-65,250,25,"JMP","C","AB3"
"0021300483",255,201939,"Stephen","Curry","ATL","GSW","2014-01-03","MISS Curry  3PT Jump Shot",1.771,-33.824,3.25,3.378,234,6,23,"JMP","R","RC3"
"0021300483",381,203145,"Kent","Bazemore","ATL","GSW","2014-01-03","MISS Bazemore 25' 3PT Jump Shot",1.333,-32.021,63.379,26.594,59,241,24,"JMP","C","AB3"
"0021300487",106,201951,"Ty","Lawson","DEN","MEM","2014-01-03","MISS Lawson 26' 3PT Jump Shot",1.392,-30.925,25.582,21.334,97,238,25,"JMP","RC","AB3"
"0021300487",289,200751,"Randy","Foye","DEN","MEM","2014-01-03","MISS Foye 8' Jump Shot",1.553,-29.912,80.929,29.574,45,61,7,"JMP","C","PNT"
"0021300488",10,101107,"Marvin","Williams","LAL","UTA","2014-01-03","MISS Williams 19' Jump Shot",1.073,-33.341,4.411,8.966,189,3,18,"JMP","R","MR"
"0021300488",180,203504,"Trey","Burke","LAL","UTA","2014-01-03","MISS Burke  3PT Jump Shot",1.579,-32.409,5.332,47.838,-228,20,22,"JMP","L","LC3"
"0021300488",232,203504,"Trey","Burke","LAL","UTA","2014-01-03","MISS Burke 24' 3PT Jump Shot",1.415,-29.773,13.749,46.61,-202,137,24,"JMP","LC","AB3"
"0021300488",312,203527,"Ryan","Kelly","LAL","UTA","2014-01-03","MISS Kelly 16' Jump Shot",0.929,-32.852,6.698,7.751,155,11,15,"JMP","R","MR"
"0021300489",180,2561,"David","West","IND","NOP","2014-01-04","MISS West 17' Jump Shot",0.951,-30.045,76.604,34.269,103,129,16,"JMP","RC","MR"
"0021300489",372,203148,"Brian","Roberts","IND","NOP","2014-01-04","MISS Roberts 26' 3PT Jump Shot",1.174,-31.072,65.96,31.457,88,247,26,"JMP","RC","AB3"
"0021300489",460,201588,"George","Hill","IND","NOP","2014-01-04","MISS G. Hill 16' Jump Shot",1.447,-32.059,3.127,9.412,159,-36,16,"JMP","R","MR"
"0021300489",476,202331,"Paul","George","IND","NOP","2014-01-04","MISS George 25' 3PT Jump Shot",1.127,-31.349,28.699,23.799,39,250,25,"JMP","C","AB3"
"0021300490",323,203090,"Maurice","Harkless","ORL","MIA","2014-01-04","MISS Harkless 24' 3PT Jump Shot",1.003,-30.11,5.513,3.561,231,44,23,"JMP","R","RC3"
"0021300491",286,201947,"Earl","Clark","BKN","CLE","2014-01-04","MISS Clark 26' 3PT Jump Shot",1.341,-32.229,29.049,32.959,-157,203,25,"JMP","LC","AB3"
"0021300491",445,2733,"Shaun","Livingston","BKN","CLE","2014-01-04","MISS Livingston 9' Pullup Jump Shot",1.167,-33.519,82.372,18.264,-67,53,8,"PUJ","L","PNT"
"0021300492",342,202710,"Jimmy","Butler","CHI","ATL","2014-01-04","MISS Butler 20' Jump Shot",1.51,-31.31,18.776,11.99,147,138,20,"JMP","RC","MR"
"0021300492",6,201959,"Taj","Gibson","CHI","ATL","2014-01-04","MISS Gibson 17' Jump Shot",1.294,-32.419,71.516,29.266,69,156,17,"JMP","RC","MR"
"0021300493",217,203087,"Jeremy","Lamb","MIN","OKC","2014-01-04","MISS Lamb 24' 3PT Jump Shot",1.767,-30.433,16.556,45.904,-194,148,24,"JMP","LC","AB3"
"0021300493",320,201586,"Serge","Ibaka","MIN","OKC","2014-01-04","MISS Ibaka 19' Jump Shot",1.314,-29.718,79.105,36.788,174,86,19,"JMP","R","MR"
"0021300493",69,201147,"Corey","Brewer","MIN","OKC","2014-01-04","MISS Brewer 21' Jump Shot",1.268,-31.908,84.767,45.583,198,71,21,"JMP","R","MR"
"0021300496",295,201587,"Nicolas","Batum","POR","PHI","2014-01-04","MISS Batum 13' Jump Shot",1.449,-31.277,86.978,39.973,124,33,12,"JMP","R","MR"
"0021300497",267,202326,"DeMarcus","Cousins","SAC","CHA","2014-01-04","MISS Cousins 17' Jump Shot",0.113,-29.368,79.434,6.226,58,156,16,"JMP","RC","MR"
"0021300498",253,201144,"Mike","Conley","DET","MEM","2014-01-05","MISS Conley 26' 3PT Jump Shot",1.546,-31.755,24.95,38.952,-169,192,25,"JMP","LC","AB3"
"0021300499",93,202684,"Tristan","Thompson","CLE","IND","2014-01-05","MISS Thompson 14' Step Back Jump Shot",1.537,-33.357,89.405,39.53,140,19,14,"SBJ","R","MR"
"0021300500",331,202335,"Patrick","Patterson","MIA","TOR","2014-01-05","MISS Patterson 17' Jump Shot",2.648,-32.566,85.773,41.934,173,7,17,"JMP","R","MR"
"0021300501",279,101162,"Marcin","Gortat","WAS","GSW","2014-01-05","MISS Gortat 11' Jump Shot",1.379,-32.579,84.977,12.538,-112,20,11,"JMP","L","MR"
"0021300501",403,201962,"Toney","Douglas","WAS","GSW","2014-01-05","MISS Douglas 27' 3PT Jump Shot",1.126,-31.671,23.814,10.067,110,244,26,"JMP","RC","AB3"
"0021300501",505,203145,"Kent","Bazemore","WAS","GSW","2014-01-05","MISS Bazemore 27' 3PT Jump Shot",1.055,-31.989,30.786,32.546,-133,239,27,"JMP","LC","AB3"
